INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182065697,00619,Larceny,LARCENY ALL OTHERS,E5,697,,2018-08-15 20:00:00,2018,8,Wednesday,20,Part One,MEREDITH ST,42.28468230,-71.15096121,"(42.28468230, -71.15096121)"
I182065696,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,900,,2018-08-17 13:33:00,2018,8,Friday,13,Part Three,TUFTS ST,42.37731083,-71.05701726,"(42.37731083, -71.05701726)"
I182065695,03115,Investigate Person,INVESTIGATE PERSON,C11,359,,2018-08-17 13:32:00,2018,8,Friday,13,Part Three,ALPHA RD,42.29581546,-71.06884734,"(42.29581546, -71.06884734)"
I182065694,03115,Investigate Person,INVESTIGATE PERSON,D14,771,,2018-08-17 11:30:00,2018,8,Friday,11,Part Three,WASHINGTON ST,42.34908210,-71.15301633,"(42.34908210, -71.15301633)"
I182065693,00613,Larceny,LARCENY SHOPLIFTING,D4,146,,2018-08-17 11:38:00,2018,8,Friday,11,Part One,HUNTINGTON AVE,42.34797240,-71.07849582,"(42.34797240, -71.07849582)"
I182065692,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,792,,2018-08-16 21:00:00,2018,8,Thursday,21,Part One,BELLVISTA RD,42.34638022,-71.13804496,"(42.34638022, -71.13804496)"
I182065691,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,337,,2018-08-17 12:32:00,2018,8,Friday,12,Part One,COLUMBIA RD,42.30889362,-71.07410474,"(42.30889362, -71.07410474)"
I182065691,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,337,,2018-08-17 12:32:00,2018,8,Friday,12,Part One,COLUMBIA RD,42.30889362,-71.07410474,"(42.30889362, -71.07410474)"
I182065691,00613,Larceny,LARCENY SHOPLIFTING,C11,337,,2018-08-17 12:32:00,2018,8,Friday,12,Part One,COLUMBIA RD,42.30889362,-71.07410474,"(42.30889362, -71.07410474)"
I182065691,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,337,,2018-08-17 12:32:00,2018,8,Friday,12,Part Two,COLUMBIA RD,42.30889362,-71.07410474,"(42.30889362, -71.07410474)"
I182065690,03114,Investigate Property,INVESTIGATE PROPERTY,E13,639,,2018-08-17 13:03:00,2018,8,Friday,13,Part Three,ENFIELD ST,42.31594228,-71.11014262,"(42.31594228, -71.11014262)"
I182065689,02610,Other,TRESPASSING,B2,179,,2018-08-17 13:14:00,2018,8,Friday,13,Part Two,GERARD ST,42.33176796,-71.07182739,"(42.33176796, -71.07182739)"
I182065688,03115,Investigate Person,INVESTIGATE PERSON,B3,466,,2018-08-17 12:43:00,2018,8,Friday,12,Part Three,OUTLOOK RD,42.28245514,-71.09448768,"(42.28245514, -71.09448768)"
I182065687,03402,Service,ANIMAL INCIDENTS,D14,811,,2018-08-15 19:30:00,2018,8,Wednesday,19,Part Three,RIVERDALE ST,42.36233533,-71.13258754,"(42.36233533, -71.13258754)"
I182065686,00613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-08-17 11:56:00,2018,8,Friday,11,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182065685,00613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-08-17 11:56:00,2018,8,Friday,11,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182065684,03115,Investigate Person,INVESTIGATE PERSON,D4,157,,2018-08-17 12:37:00,2018,8,Friday,12,Part Three,W NEWTON ST,42.34063708,-71.07572281,"(42.34063708, -71.07572281)"
I182065683,01001,Counterfeiting,FORGERY / COUNTERFEITING,E5,714,,2018-08-16 15:00:00,2018,8,Thursday,15,Part Two,SALMAN ST,42.26244916,-71.16587304,"(42.26244916, -71.16587304)"
I182065682,03410,Towed,TOWED MOTOR VEHICLE,C6,195,,2018-08-17 12:13:00,2018,8,Friday,12,Part Three,MIDDLE ST,42.33204066,-71.05602989,"(42.33204066, -71.05602989)"
I182065681,01402,Vandalism,VANDALISM,A1,101,,2018-08-17 10:14:00,2018,8,Friday,10,Part Two,STATE ST,42.35925113,-71.05415945,"(42.35925113, -71.05415945)"
I182065680,03410,Towed,TOWED MOTOR VEHICLE,A1,80,,2018-08-17 10:22:00,2018,8,Friday,10,Part Three,HULL ST,42.36674654,-71.05559400,"(42.36674654, -71.05559400)"
I182065679,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,128,,2018-08-17 12:23:00,2018,8,Friday,12,Part Three,BERKELEY ST,42.34890734,-71.07189330,"(42.34890734, -71.07189330)"
I182065678,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,137,,2018-08-17 10:30:00,2018,8,Friday,10,Other,DARTMOUTH ST,42.35148659,-71.07802425,"(42.35148659, -71.07802425)"
I182065677,03208,Property Lost,PROPERTY - MISSING,B3,442,,2018-08-15 16:30:00,2018,8,Wednesday,16,Part Three,TALBOT AVE,42.29268711,-71.08038427,"(42.29268711, -71.08038427)"
I182065675,02610,Other,TRESPASSING,D4,145,,2018-08-17 01:00:00,2018,8,Friday,1,Part Two,W NEWTON ST,42.34451294,-71.08049717,"(42.34451294, -71.08049717)"
I182065674,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,581,,2018-07-31 13:00:00,2018,7,Tuesday,13,Part Two,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)"
I182065673,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,944,,2018-08-16 01:00:00,2018,8,Thursday,1,Part Two,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)"
I182065672,03114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,2018-08-17 12:57:00,2018,8,Friday,12,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I182065671,02629,Harassment,HARASSMENT,A15,57,,2018-08-17 10:00:00,2018,8,Friday,10,Part Two,WARREN ST,42.37429221,-71.06252339,"(42.37429221, -71.06252339)"
I182065670,02647,Other,THREATS TO DO BODILY HARM,C11,357,,2018-08-16 15:08:00,2018,8,Thursday,15,Part Two,TONAWANDA ST,42.29850850,-71.06786956,"(42.29850850, -71.06786956)"
I182065669,02670,Criminal Harassment,CRIMINAL HARASSMENT,B2,911,,2018-08-05 12:39:00,2018,8,Sunday,12,Part Two,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I182065668,02629,Harassment,HARASSMENT,D4,133,,2018-07-01 00:00:00,2018,7,Sunday,0,Part Two,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
I182065667,02905,Violations,VAL - OPERATING WITHOUT LICENSE,D4,168,,2018-08-17 11:23:00,2018,8,Friday,11,Part Two,W CONCORD ST,42.33857620,-71.07573843,"(42.33857620, -71.07573843)"
I182065666,03114,Investigate Property,INVESTIGATE PROPERTY,E5,724,,2018-08-17 11:15:00,2018,8,Friday,11,Part Three,VFW PKWY,42.26932098,-71.17204938,"(42.26932098, -71.17204938)"
I182065665,03207,Property Found,PROPERTY - FOUND,C11,394,,2018-08-17 11:47:00,2018,8,Friday,11,Part Three,RADFORD LN,42.28394551,-71.06175983,"(42.28394551, -71.06175983)"
I182065664,02647,Other,THREATS TO DO BODILY HARM,B3,425,,2018-08-17 10:10:00,2018,8,Friday,10,Part Two,FREMONT ST,42.27094651,-71.09193626,"(42.27094651, -71.09193626)"
I182065663,03106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,E18,512,,2018-08-06 08:00:00,2018,8,Monday,8,Part Three,WARREN AVE,42.25246653,-71.11683569,"(42.25246653, -71.11683569)"
I182065662,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E5,748,,2018-06-26 15:00:00,2018,6,Tuesday,15,Part Two,BROADLAWN PARK,42.30299879,-71.16449506,"(42.30299879, -71.16449506)"
I182065661,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,743,,2018-08-16 19:30:00,2018,8,Thursday,19,Part One,LASELL ST,42.28685661,-71.16964021,"(42.28685661, -71.16964021)"
I182065660,03115,Investigate Person,INVESTIGATE PERSON,B2,298,,2018-08-17 10:32:00,2018,8,Friday,10,Part Three,ROCKLAND ST,42.32227057,-71.08745741,"(42.32227057, -71.08745741)"
I182065659,01402,Vandalism,VANDALISM,E13,912,,2018-08-16 20:30:00,2018,8,Thursday,20,Part Two,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I182065658,01001,Counterfeiting,FORGERY / COUNTERFEITING,C6,213,,2018-06-01 00:01:00,2018,6,Friday,0,Part Two,W BROADWAY,42.33611200,-71.04665434,"(42.33611200, -71.04665434)"
I182065658,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C6,213,,2018-06-01 00:01:00,2018,6,Friday,0,Part Two,W BROADWAY,42.33611200,-71.04665434,"(42.33611200, -71.04665434)"
I182065657,03410,Towed,TOWED MOTOR VEHICLE,A1,91,,2018-08-17 11:26:00,2018,8,Friday,11,Part Three,FULTON ST,42.36196785,-71.05354580,"(42.36196785, -71.05354580)"
I182065656,03207,Property Found,PROPERTY - FOUND,D4,135,,2018-08-17 11:01:00,2018,8,Friday,11,Part Three,BEACON ST,42.35275712,-71.08240215,"(42.35275712, -71.08240215)"
I182065655,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,256,,2018-08-17 09:00:00,2018,8,Friday,9,Part One,MOUNT VERNON ST,42.32031058,-71.04920483,"(42.32031058, -71.04920483)"
I182065654,03115,Investigate Person,INVESTIGATE PERSON,D4,271,,2018-08-17 11:37:00,2018,8,Friday,11,Part Three,NORTHAMPTON ST,42.33598881,-71.07764721,"(42.33598881, -71.07764721)"
I182065653,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,304,,2018-08-16 20:00:00,2018,8,Thursday,20,Part One,WASHINGTON ST,42.31750481,-71.09661016,"(42.31750481, -71.09661016)"
I182065652,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,,2018-08-17 10:00:00,2018,8,Friday,10,Part Three,RIVER ST,42.25592648,-71.12317207,"(42.25592648, -71.12317207)"
I182065651,01402,Vandalism,VANDALISM,C11,417,,2018-08-16 21:00:00,2018,8,Thursday,21,Part Two,WASHINGTON ST,42.28227907,-71.07131465,"(42.28227907, -71.07131465)"
I182065650,03301,Verbal Disputes,VERBAL DISPUTE,C6,936,,2018-08-17 11:29:00,2018,8,Friday,11,Part Three,SAINT CASIMIR ST,42.33936809,-71.05315814,"(42.33936809, -71.05315814)"
I182065649,03115,Investigate Person,INVESTIGATE PERSON,A1,63,,2018-08-17 10:07:00,2018,8,Friday,10,Part Three,HAWTHORNE PL,42.36438365,-71.06584776,"(42.36438365, -71.06584776)"
I182065648,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C11,355,,2018-08-17 11:41:00,2018,8,Friday,11,Part Two,GIBSON ST,42.29755533,-71.05970910,"(42.29755533, -71.05970910)"
I182065647,02647,Other,THREATS TO DO BODILY HARM,E5,670,,2018-08-09 09:45:00,2018,8,Thursday,9,Part Two,SELWYN ST,42.29268500,-71.13348507,"(42.29268500, -71.13348507)"
I182065645,03114,Investigate Property,INVESTIGATE PROPERTY,A1,84,,2018-08-17 10:49:00,2018,8,Friday,10,Part Three,PARMENTER ST,42.36386192,-71.05495132,"(42.36386192, -71.05495132)"
I182065644,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,246,,2018-08-16 22:00:00,2018,8,Thursday,22,Part Three,ROMSEY ST,42.31619008,-71.05587937,"(42.31619008, -71.05587937)"
I182065643,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,319,,2018-08-17 10:36:00,2018,8,Friday,10,Other,MAPLE ST,42.30784206,-71.08650939,"(42.30784206, -71.08650939)"
I182065642,02610,Other,TRESPASSING,B2,179,,2018-08-17 10:23:00,2018,8,Friday,10,Part Two,ISLAND ST,42.33130578,-71.07194742,"(42.33130578, -71.07194742)"
I182065641,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,131,,2018-08-06 00:00:00,2018,8,Monday,0,Part One,BEACON ST,42.35393998,-71.07802992,"(42.35393998, -71.07802992)"
I182065640,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A7,23,,2018-08-17 09:58:00,2018,8,Friday,9,Part Three,LEXINGTON ST,42.37786494,-71.03708922,"(42.37786494, -71.03708922)"
I182065638,03410,Towed,TOWED MOTOR VEHICLE,D4,271,,2018-08-17 08:25:00,2018,8,Friday,8,Part Three,NORTHAMPTON ST,42.33463662,-71.07597593,"(42.33463662, -71.07597593)"
I182065637,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,93,,2018-08-16 18:00:00,2018,8,Thursday,18,Part One,STATE ST,42.35892253,-71.05635419,"(42.35892253, -71.05635419)"
I182065636,03115,Investigate Person,INVESTIGATE PERSON,A1,99,,2018-08-16 15:20:00,2018,8,Thursday,15,Part Three,STATE ST,42.35892253,-71.05635419,"(42.35892253, -71.05635419)"
I182065635,02647,Other,THREATS TO DO BODILY HARM,A1,99,,2018-08-16 09:13:00,2018,8,Thursday,9,Part Two,EXCHANGE PL,42.35815345,-71.05605818,"(42.35815345, -71.05605818)"
I182065634,03410,Towed,TOWED MOTOR VEHICLE,D4,156,,2018-08-17 09:21:00,2018,8,Friday,9,Part Three,W CONCORD ST,42.34036521,-71.07788553,"(42.34036521, -71.07788553)"
I182065631,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,142,,2018-08-02 20:30:00,2018,8,Thursday,20,Part One,HEREFORD ST,42.34875218,-71.08564343,"(42.34875218, -71.08564343)"
I182065630,03201,Property Lost,PROPERTY - LOST,C6,175,,2018-08-15 08:00:00,2018,8,Wednesday,8,Part Three,TOPEKA ST,42.33280882,-71.06729226,"(42.33280882, -71.06729226)"
I182065629,03114,Investigate Property,INVESTIGATE PROPERTY,A7,25,,2018-08-16 09:30:00,2018,8,Thursday,9,Part Three,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
I182065628,03207,Property Found,PROPERTY - FOUND,E5,710,,2018-08-16 12:00:00,2018,8,Thursday,12,Part Three,WASHINGTON ST,42.26716726,-71.15073491,"(42.26716726, -71.15073491)"
I182065626,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,65,,2018-08-16 16:45:00,2018,8,Thursday,16,Part One,CAMBRIDGE ST,42.36124327,-71.06497327,"(42.36124327, -71.06497327)"
I182065625,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,779,,2018-08-15 18:00:00,2018,8,Wednesday,18,Part One,ELMIRA ST,42.35278642,-71.14867554,"(42.35278642, -71.14867554)"
I182065624,03130,Search Warrants,SEARCH WARRANT,B2,312,,2018-08-17 10:22:00,2018,8,Friday,10,Part Three,HOLLANDER ST,42.31568920,-71.08951391,"(42.31568920, -71.08951391)"
I182065622,03207,Property Found,PROPERTY - FOUND,A1,119,,2018-08-17 09:53:00,2018,8,Friday,9,Part Three,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I182065621,03130,Search Warrants,SEARCH WARRANT,B2,312,,2018-08-17 10:19:00,2018,8,Friday,10,Part Three,HOLLANDER ST,42.31568920,-71.08951391,"(42.31568920, -71.08951391)"
I182065620,03115,Investigate Person,INVESTIGATE PERSON,D4,625,,2018-08-17 09:51:00,2018,8,Friday,9,Part Three,QUEENSBERRY ST,42.34314406,-71.09589305,"(42.34314406, -71.09589305)"
I182065617,03130,Search Warrants,SEARCH WARRANT,B2,312,,2018-08-17 08:15:00,2018,8,Friday,8,Part Three,HOLLANDER ST,42.31568920,-71.08951391,"(42.31568920, -71.08951391)"
I182065617,01848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,312,,2018-08-17 08:15:00,2018,8,Friday,8,Part Two,HOLLANDER ST,42.31568920,-71.08951391,"(42.31568920, -71.08951391)"
I182065616,03201,Property Lost,PROPERTY - LOST,D4,145,,2018-08-16 08:00:00,2018,8,Thursday,8,Part Three,MASSACHUSETTS AVE,42.34243945,-71.08445530,"(42.34243945, -71.08445530)"
I182065615,02646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3,428,,2018-08-17 09:47:00,2018,8,Friday,9,Part Two,BLUE HILL AVE,42.28200649,-71.09206838,"(42.28200649, -71.09206838)"
I182065614,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E5,563,,2018-08-16 20:30:00,2018,8,Thursday,20,Part One,WASHINGTON ST,42.28915799,-71.12522353,"(42.28915799, -71.12522353)"
I182065614,03410,Towed,TOWED MOTOR VEHICLE,E5,563,,2018-08-16 20:30:00,2018,8,Thursday,20,Part Three,WASHINGTON ST,42.28915799,-71.12522353,"(42.28915799, -71.12522353)"
I182065613,02610,Other,TRESPASSING,B2,287,,2018-08-17 10:00:00,2018,8,Friday,10,Part Two,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)"
I182065612,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,455,,2018-08-17 09:48:00,2018,8,Friday,9,Part Three,ELDON ST,42.30294389,-71.07822480,"(42.30294389, -71.07822480)"
I182065611,00619,Larceny,LARCENY ALL OTHERS,C6,178,,2018-08-17 09:06:00,2018,8,Friday,9,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182065609,02646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3, ,,2018-08-17 09:26:00,2018,8,Friday,9,Part Two,CUMMINS HWY,,,"(0.00000000, 0.00000000)"
I182065608,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,796,,2018-08-17 08:30:00,2018,8,Friday,8,Part Three,HARVARD AVE,42.34966751,-71.13048678,"(42.34966751, -71.13048678)"
I182065607,03115,Investigate Person,INVESTIGATE PERSON,A1,114,,2018-08-17 09:03:00,2018,8,Friday,9,Part Three,ATLANTIC AVE,42.35438252,-71.05213281,"(42.35438252, -71.05213281)"
I182065606,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,337,,2018-08-16 23:25:00,2018,8,Thursday,23,Part Three,COLUMBIA RD,42.30645148,-71.07730382,"(42.30645148, -71.07730382)"
I182065605,00613,Larceny,LARCENY SHOPLIFTING,C11,450,,2018-08-17 09:02:00,2018,8,Friday,9,Part One,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I182065604,00616,Larceny,LARCENY THEFT OF BICYCLE,B2,613,,2018-08-14 21:40:00,2018,8,Tuesday,21,Part One,LONGWOOD AVE,42.33972732,-71.10868260,"(42.33972732, -71.10868260)"
I182065603,03114,Investigate Property,INVESTIGATE PROPERTY,C11,395,,2018-06-29 00:00:00,2018,6,Friday,0,Part Three,GALLIVAN BLVD,42.28013508,-71.06512533,"(42.28013508, -71.06512533)"
I182065602,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4, ,,2018-08-17 08:27:00,2018,8,Friday,8,Part Three,ALBANY ST,,,"(0.00000000, 0.00000000)"
I182065601,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,287,,2018-08-16 23:45:00,2018,8,Thursday,23,Part Three,SHAWMUT AVE,42.33192532,-71.08411222,"(42.33192532, -71.08411222)"
I182065600,03208,Property Lost,PROPERTY - MISSING,E13,647,,2018-08-15 17:30:00,2018,8,Wednesday,17,Part Three,GREEN ST,42.31094683,-71.10812271,"(42.31094683, -71.10812271)"
I182065599,03502,Missing Person Located,MISSING PERSON - LOCATED,C11,360,,2018-08-16 06:30:00,2018,8,Thursday,6,Part Three,PAISLEY PARK,42.29707502,-71.06381418,"(42.29707502, -71.06381418)"
I182065598,01842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,577,,2018-08-17 08:55:00,2018,8,Friday,8,Part Two,BEETHOVEN ST,42.31572772,-71.09957024,"(42.31572772, -71.09957024)"
I182065596,03115,Investigate Person,INVESTIGATE PERSON,D4, ,,2018-08-17 08:04:00,2018,8,Friday,8,Part Three,HUNTINGTON AVE,,,"(0.00000000, 0.00000000)"
I182065595,03201,Property Lost,PROPERTY - LOST,D4,143,,2018-08-15 08:30:00,2018,8,Wednesday,8,Part Three,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182065594,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,A7,25,,2018-08-17 08:06:00,2018,8,Friday,8,Part Three,MERIDIAN ST,42.38289141,-71.03930932,"(42.38289141, -71.03930932)"
I182065593,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,392,,2018-08-17 08:15:00,2018,8,Friday,8,Part Three,ADAMS ST,42.28824992,-71.05536739,"(42.28824992, -71.05536739)"
I182065592,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,328,,2018-08-17 07:00:00,2018,8,Friday,7,Part Three,MAGNOLIA ST,42.31012905,-71.07484821,"(42.31012905, -71.07484821)"
I182065590,03201,Property Lost,PROPERTY - LOST,E18,520,,2018-08-16 23:45:00,2018,8,Thursday,23,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182065589,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B2,312,,2018-08-17 08:14:00,2018,8,Friday,8,Part Two,HOLLANDER ST,42.31568920,-71.08951391,"(42.31568920, -71.08951391)"
I182065589,01848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,312,,2018-08-17 08:14:00,2018,8,Friday,8,Part Two,HOLLANDER ST,42.31568920,-71.08951391,"(42.31568920, -71.08951391)"
I182065589,03130,Search Warrants,SEARCH WARRANT,B2,312,,2018-08-17 08:14:00,2018,8,Friday,8,Part Three,HOLLANDER ST,42.31568920,-71.08951391,"(42.31568920, -71.08951391)"
I182065588,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6, ,,2018-08-17 08:00:00,2018,8,Friday,8,Part Three,,,,"(0.00000000, 0.00000000)"
I182065587,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,, ,,2018-08-17 07:23:00,2018,8,Friday,7,Part Three,,42.33126314,-71.07689121,"(42.33126314, -71.07689121)"
I182065586,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,334,,2018-08-17 05:36:00,2018,8,Friday,5,Part Three,FERNALD TER,42.31012879,-71.06679010,"(42.31012879, -71.06679010)"
I182065585,01402,Vandalism,VANDALISM,D4,619,,2018-08-17 06:41:00,2018,8,Friday,6,Part Two,WESTLAND AVE,42.34355868,-71.08734146,"(42.34355868, -71.08734146)"
I182065584,03410,Towed,TOWED MOTOR VEHICLE,E5,941,,2018-08-17 05:13:00,2018,8,Friday,5,Part Three,WASHINGTON ST,42.29348708,-71.12062328,"(42.29348708, -71.12062328)"
I182065583,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,814,,2018-08-17 04:48:00,2018,8,Friday,4,Part Three,N HARVARD ST,42.36104033,-71.12972218,"(42.36104033, -71.12972218)"
I182065582,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,D14, ,,2018-08-17 04:09:00,2018,8,Friday,4,Part Two,BRAINTREE ST,,,"(0.00000000, 0.00000000)"
I182065581,03115,Investigate Person,INVESTIGATE PERSON,A1,95,,2018-08-17 02:18:00,2018,8,Friday,2,Part Three,ATLANTIC AVE,42.35667300,-71.05076900,"(42.35667300, -71.05076900)"
I182065580,02647,Other,THREATS TO DO BODILY HARM,B2,281,,2018-08-17 02:18:00,2018,8,Friday,2,Part Two,MOUNT PLEASANT AVE,42.32819458,-71.07933430,"(42.32819458, -71.07933430)"
I182065579,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,186,,2018-08-17 00:06:00,2018,8,Friday,0,Part Three,COLUMBIA RD,42.32048300,-71.06151400,"(42.32048300, -71.06151400)"
I182065578,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A15,49,,2018-08-17 02:25:00,2018,8,Friday,2,Part Three,BEACHAM ST,42.38504713,-71.07502044,"(42.38504713, -71.07502044)"
I182065576,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,398,,2018-08-17 00:00:00,2018,8,Friday,0,Part Three,CARLFORD RD,42.29069350,-71.11853700,"(42.29069350, -71.11853700)"
I182065575,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,458,,2018-08-17 01:26:00,2018,8,Friday,1,Part One,BLUE HILL AVE,42.30316091,-71.08515552,"(42.30316091, -71.08515552)"
I182065574,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3, ,,2018-08-17 01:24:00,2018,8,Friday,1,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182065573,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,273,,2018-08-17 01:24:00,2018,8,Friday,1,Part One,CAMDEN ST,42.33744115,-71.08057671,"(42.33744115, -71.08057671)"
I182065572,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,E18,493,,2018-08-17 01:21:00,2018,8,Friday,1,Part Two,WESTMINSTER ST,42.26478761,-71.11481851,"(42.26478761, -71.11481851)"
I182065570,03114,Investigate Property,INVESTIGATE PROPERTY,B3,435,,2018-08-17 00:34:00,2018,8,Friday,0,Part Three,TORREY ST,42.28746609,-71.07231418,"(42.28746609, -71.07231418)"
I182065568,03301,Verbal Disputes,VERBAL DISPUTE,A1,89,,2018-08-16 23:14:00,2018,8,Thursday,23,Part Three,ATLANTIC AVE,42.36316158,-71.05095803,"(42.36316158, -71.05095803)"
I182065567,02647,Other,THREATS TO DO BODILY HARM,C11,337,,2018-08-16 23:30:00,2018,8,Thursday,23,Part Two,COLUMBIA RD,42.30645148,-71.07730382,"(42.30645148, -71.07730382)"
I182065566,03114,Investigate Property,INVESTIGATE PROPERTY,E18,492,,2018-08-16 22:44:00,2018,8,Thursday,22,Part Three,METROPOLITAN AVE,42.26511445,-71.11805743,"(42.26511445, -71.11805743)"
I182065565,03115,Investigate Person,INVESTIGATE PERSON,D14,926,,2018-08-16 23:15:00,2018,8,Thursday,23,Part Three,LEDGEMERE RD,42.34377327,-71.15305012,"(42.34377327, -71.15305012)"
I182065564,03160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",B3,444,,2018-08-16 23:11:00,2018,8,Thursday,23,Part Three,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
I182065562,03115,Investigate Person,INVESTIGATE PERSON,B3,944,,2018-08-16 23:00:00,2018,8,Thursday,23,Part Three,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
